rank,wcaId,name,single,average,single_score,average_score
3383,2017BAIL07,John Bailey,759.45,794.44,24.04,27.0
3384,2013SANT13,Sergio Torrijos,759.47,809.34,24.04,25.59
3385,2012ENIK01,Todor Enikov,759.68,847.49,24.02,22.32
3386,2019GOTC01,Finn X.,759.69,806.19,24.02,25.88
3387,2017ROLL02,Frederik Rollmann,760.27,825.23,23.96,24.17
3388,2012WANG08,Bo Wang,760.28,809.54,23.96,25.57
3389,2014PATI09,Bhaktij Patil,760.42,843.44,23.95,22.64
3390,2013WALT01,Zak Walters,760.72,865.64,23.92,20.91
3391,2016LEHN01,Philipp Lehnhardt,760.81,799.33,23.91,26.53
3392,2017CANE02,Isai Oswaldo,760.83,887.83,23.91,19.32
3393,2012SANC01,Eric Rios,760.94,816.73,23.9,24.92
3394,2018MORI06,Kou Moriya,761.26,810.57,23.87,25.48
3395,2013LOOS01,Stefan Loosli,761.35,844.85,23.86,22.53
3396,2010ZHAO10,Guang Zhao,761.4,852.12,23.85,21.95
3397,2015VOON01,Liew Yee,761.41,878.53,23.85,19.97
3398,2008LEEF01,Felix Lee,761.64,819.44,23.83,24.68
3399,2016BROD01,Bernhard Brodowsky,762.04,803.28,23.79,26.16
3400,2016MESC01,Brody Meschke,762.29,811.28,23.77,25.41
3401,2011LIMA01,Allyson Dias,762.42,846.84,23.76,22.37
3402,2015YOUN03,Lennon Young,762.6,803.38,23.74,26.15
3403,2016GAMM02,Nikko Gammad,762.63,948.58,23.74,15.61
3404,2014MAIL01,Jesse Mailloux,762.82,918.61,23.72,17.33
3405,2016YAMA06,Kyle Yamamoto,763.82,903.74,23.63,18.26
3406,2018AUME01,Cameron Aume,763.99,803.32,23.61,26.15
3407,2008COUR01,François Courtès,764.61,833.75,23.56,23.44
3408,2016PARV02,Bhaskar Parvatha,765.11,833.65,23.51,23.45
3409,2015JONE07,Oscar Jones,765.28,865.28,23.49,20.94
3410,2014TERE03,Ivan Terekh,765.55,825.73,23.47,24.13
3411,2008BLOH02,Robin Blöhm,765.85,841.62,23.44,22.79
3412,2016TIAN01,Erick Tian,765.94,804.4,23.43,26.05
3413,2019GRIJ01,Jean-Luc Grijt,766.04,981.58,23.42,13.92
3414,2012MORM01,Serhii Mormul,766.11,852.17,23.42,21.95
3415,2008NIIN01,Hideki Niina,766.12,838.12,23.42,23.08
3416,2012BIBA02,Johnley Bibaoco,766.12,814.13,23.42,25.16
3417,2016SALA16,Claudio Ramón,766.31,799.97,23.4,26.47
3418,2008RENY01,Yi Ren,766.87,812.16,23.35,25.33
3419,2018MEIR04,Assylkhan Meirkhanov,767.01,813.41,23.33,25.22
3420,2012VERS02,Robin Verstraten,767.49,849.7,23.29,22.14
3421,2010MLLE02,Thomas Müller,767.79,847.85,23.26,22.29
3422,2016MART78,Brandon Argel,767.87,828.66,23.26,23.88
3423,2009LIAN03,Chester Lian,767.9,832.54,23.25,23.55
3424,2011HENR01,Roberto Henrique,768.19,820.1,23.23,24.62
3425,2011IMAI01,Minato Imai,769.67,863.46,23.09,21.08
3426,2010SHIX01,Xin Shi,770.12,884.57,23.05,19.55
3427,2018LESS01,Hayden C.,770.29,854.64,23.03,21.75
3428,2010TARE01,Teera Tareesuchevakul,770.35,812.35,23.03,25.32
3429,2012PINT01,Jorge Augusto,770.59,853.38,23.01,21.85
3430,2018ONGJ01,Joseph Ong,771.06,827.28,22.97,24.0
3431,2017KEKK01,Alex Kekkonen,771.12,840.28,22.96,22.9
3432,2008JUKK01,Konsta Jukka,771.57,815.32,22.92,25.05
3433,2018DEMC01,Maksim Demchenko,772.15,846.92,22.87,22.36
3434,2017ASHO01,Pragun Ashok,772.48,860.3,22.84,21.32
3435,2013BUHL01,Alexander Buhl,772.68,818.88,22.82,24.73
3436,2015FLIC01,Robin Flick,772.69,898.82,22.82,18.59
3437,2017RIVE13,Bryan De,772.73,843.35,22.81,22.65
3438,2014YINZ02,Zhibo Yin,772.82,834.45,22.81,23.39
3439,2014OSAW01,Riki Osawa,772.9,847.12,22.8,22.35
3440,2008LIUS01,Shuai Liu,773.36,899.64,22.76,18.53
3441,2009KIJV01,Prin Kijviwattanakarn,773.85,840.34,22.71,22.9
3442,2009ZHAN24,Junhe Zhang,773.94,804.51,22.71,26.04
3443,2008LIDS01,Stefan Lidström,773.96,830.89,22.7,23.69
3444,2016ZENK01,Viktor Zenk,774.01,918.75,22.7,17.32
3445,2012PETE03,Marcel Peters,774.04,864.92,22.7,20.97
3446,2011GRIT01,Oleg Gritsenko,774.13,861.2,22.69,21.25
3447,2011KANG05,Chen Kang,774.41,870.35,22.66,20.56
3448,2018LOHL01,Andrina Löhle,775.27,824.69,22.59,24.22
3449,2011HSIE02,Wei-Chin Hsieh,775.38,823.58,22.58,24.32
3450,2010SERR02,Gonzalo Serrano,775.44,842.17,22.57,22.75
3451,2015PINE03,Andrew Pines,775.45,841.15,22.57,22.83
3452,2017SUNY16,You Sun,775.59,827.33,22.56,23.99
3453,2009YAKO02,Grigorii Iakovlev,775.78,860.65,22.54,21.29
3454,2015WINT02,Steven Wintringham,775.87,850.54,22.53,22.07
3455,2009STIF01,Harald Stiff,775.96,824.7,22.53,24.22
3456,2017PEAR01,Luke Pearson,776.33,846.92,22.49,22.36
3457,2014TAND02,Saransh Tandon,776.41,826.39,22.49,24.07
3458,2008POLI01,Hugh Delano,776.8,851.05,22.45,22.03
3459,2010TRAN11,Trần Minh,777.59,822.7,22.38,24.39
3460,2014GARC29,Sara Camacho,778.12,851.16,22.34,22.03
3461,2015PERC01,Fan Derlentz,778.15,845.29,22.33,22.49
3462,2016MATU01,Franz Gerard,778.3,900.07,22.32,18.5
3463,2012KUMA03,Andhol Shravan,778.65,879.31,22.29,19.92
3464,2015ERIK01,Lovisa Eriksson,778.67,806.62,22.29,25.84
3465,2009SPRI01,Alexander Springhorn,778.78,861.46,22.28,21.23
3466,2014BRAI01,Nolan Braier,778.81,817.52,22.28,24.85
3467,2015TUNG01,Huỳnh Bá,779.2,890.45,22.24,19.15
3468,2009ASBR01,Oskar Åsbrink,779.3,844.74,22.23,22.54
3469,2010BULA01,Marion Gerard,779.49,853.49,22.22,21.84
3470,2013PAPA01,Ioannis Papadopoulos,779.68,877.99,22.2,20.01
3471,2015BYEO01,Jimin Byeon,779.77,837.09,22.19,23.16
3472,2017ZERB01,Nicolas Zerbinopoulos,780.32,1088.68,22.14,9.74
3473,2017RODR24,Dorian Ernesto,780.39,870.08,22.14,20.58
3474,2011ZENG02,Jia Zeng,780.42,860.35,22.14,21.31
3475,2016ZAPU01,Maximiliano Rojas,780.49,892.92,22.13,18.98
3476,2011LANG01,Jacob Lange,780.73,869.33,22.11,20.64
3477,2012MADI01,Vishal Madipadga,781.02,831.19,22.08,23.66
3478,2017POUT01,Akseli Poutanen,781.87,820.52,22.01,24.58
3479,2010MACA01,Tamara Macadam,782.17,843.69,21.98,22.62
3480,2016TYBE01,Andrew Tyberg,783.29,876.29,21.89,20.13
3481,2011FANG04,Yutian Fang,783.42,842.94,21.88,22.68
3482,2019STEP05,Isak Stephansen,783.73,853.15,21.85,21.87
3483,2019ZAMA01,Ayman Khairy,783.75,915.22,21.85,17.54
3484,2017SOUZ10,Gabriel Lincon,783.85,817.09,21.84,24.89
3485,2016AGUI08,Carlos Aguirre,783.99,849.17,21.83,22.18
3486,2016KATG01,Jeroen Katgert,784.12,891.16,21.82,19.1
3487,2016BAIR04,Christopher Baird,784.73,851.85,21.76,21.97
3488,2009TAIV01,Eetu Taivalsaari,784.84,838.43,21.75,23.05
3489,2016BLUM01,Cameron Blumenow,785.23,872.24,21.72,20.43
3490,2013BOND02,Yevhen Bondarenko,785.79,850.72,21.67,22.06
3491,2017NOZA01,Yuito Nozaki,785.95,820.89,21.66,24.55
3492,2017SHUL03,Destin Shulfer,785.99,866.94,21.66,20.82
3493,2018ILIE01,Emil Todorov,786.09,825.51,21.65,24.15
3494,2010LMUF01,Mufan Lü,786.17,859.0,21.64,21.42
3495,2014DRAP01,Jeffrey Draper,786.26,841.41,21.63,22.81
3496,2009BIRD01,Chris Bird,786.3,837.79,21.63,23.11
3497,2016BAZI01,Luc Bazinet,786.58,823.96,21.61,24.28
3498,2015KAME02,Marcus Kamen,786.77,837.77,21.59,23.11
3499,2015LEHM01,Alex Lehman,787.14,817.17,21.56,24.88
3500,2010ROSS01,Elliott Ross,787.43,862.09,21.54,21.18
3501,2013BENT01,Siegfried Alexander,788.04,848.83,21.48,22.21
3502,2009ISHI01,Akihiro Ishida,788.21,864.54,21.47,21.0
3503,2007LICH01,Chi-Fan Li,788.56,870.05,21.44,20.59
3504,2011ZHAN56,Congjian Zhang,788.9,853.51,21.41,21.84
3505,2007BODO01,Bertalan Bodor,788.96,835.89,21.41,23.26
3506,2014HORN01,Matthew Hornby,789.18,865.78,21.39,20.9
3507,2018MAOY01,Yikang Mao,789.66,836.03,21.35,23.25
3508,2018DANK01,Isak Danke,789.87,904.17,21.33,18.24
3509,2016IORD01,Dragoş Iordan,790.22,852.95,21.3,21.88
3510,2011VAIT01,Lukas Vaitkevičius,790.6,845.32,21.27,22.49
3511,2019TAMU01,Takumi Tamura,791.35,854.38,21.21,21.77
3512,2012GRAF01,Spencer Graffunder,791.9,851.89,21.16,21.97
3513,2018TAND01,Mehul Tandon,791.97,836.34,21.16,23.23
3514,2009GUIL01,Kevin Guillaumond,792.1,914.02,21.14,17.61
3515,2013CARP02,Sergio Yagüe,792.39,832.82,21.12,23.52
3516,2007RUIZ01,Uriel Gayosso,792.59,881.04,21.1,19.8
3517,2017SIDD03,Farhan Siddiq,792.6,844.21,21.1,22.58
3518,2017AIPK01,Igor Aipkin,792.82,870.96,21.08,20.52
3519,2005HSUA01,Anthony Hsu,793.18,854.35,21.06,21.78
3520,2014WILL03,Benjamin Willame,793.25,865.34,21.05,20.94
3521,2017WILT01,Logan Wiltse,793.31,847.31,21.04,22.33
3522,2017NYGA02,Stian Nygård,793.51,860.37,21.03,21.31
3523,2008SOPA01,Pascal So,794.24,852.28,20.97,21.94
3524,2018STAM01,Lucas Stambaugh,794.56,872.06,20.94,20.44
3525,2011KUMA01,Akula Pavan,794.72,858.36,20.93,21.47
3526,2007HUBE01,Stefan Huber,794.74,863.0,20.93,21.11
3527,2011ROZA02,Bartłomiej Różalski,794.8,882.22,20.92,19.71
3528,2009KURT01,Marwin-Peter Kurth,794.94,874.65,20.91,20.25
3529,2014NUNE05,Rodrigo Pueblas,795.29,844.61,20.88,22.55
3530,2010MAHE03,Marcellino Aditya,795.45,832.3,20.87,23.57
3531,2009SPIE01,Niklas Spies,796.43,866.4,20.79,20.86
3532,2012FABR01,Emilien Fabre,796.61,871.66,20.77,20.47
3533,2010LOMA01,Malvin Lo,796.75,854.35,20.76,21.78
3534,2010TILL02,André Tillmans,796.84,847.68,20.76,22.3
3535,2010OMUL01,Jernej Omulec,796.92,860.98,20.75,21.26
3536,2019YAZB01,Edwin Yazbec,796.92,890.32,20.75,19.15
3537,2008KJOR01,Adam Kjörk,797.23,871.07,20.72,20.51
3538,2018KAJA01,Eetu Kajan,797.26,866.29,20.72,20.87
3539,2011ENGB02,Linus Engberg,797.33,878.42,20.72,19.98
3540,2013BERD02,Dewin Berdejo,797.56,876.37,20.7,20.13
3541,2008SCHM01,Gábor Schmíz,797.63,868.1,20.69,20.73
3542,2014GARC24,Carlos Javier,797.8,851.24,20.68,22.02
3543,2017KNIT01,Lars Knittler,798.17,848.04,20.65,22.27
3544,2017BROW08,Kayla Brown,798.54,900.0,20.62,18.51
3545,2018IMAD01,Thomas Imada,799.22,844.49,20.56,22.56
3546,2015MATT08,Ivan Matthews,799.48,865.25,20.54,20.94
3547,2016TUAN03,Nguyễn Đức,799.99,875.96,20.5,20.16
3548,2012PICC01,Angelo Piccolella,800.19,894.17,20.49,18.89
3549,2014HARR02,John Harris,800.32,875.64,20.47,20.18
3550,2016CANC03,Samuele Cancemi,800.62,857.1,20.45,21.56
3551,2018ABDR02,Daryn Abdraman,800.68,885.39,20.45,19.49
3552,2009EWER01,Leonard Ewerbeck,801.07,866.12,20.41,20.88
3553,2018SAYS01,Josiah Samuel,801.73,898.55,20.36,18.6
3554,2007PAPA01,Jonathan Papa,802.05,844.69,20.34,22.54
3555,2013CISN01,Enrymar Cisneros,802.82,861.35,20.28,21.24
3556,2017GULO01,Feruz Gulomov,802.93,841.68,20.27,22.79
3557,2008HACK01,Axel Häck,803.0,856.49,20.26,21.61
3558,2009VROO01,Bradley Vrooman,804.27,884.51,20.16,19.55
3559,2013GRIG01,Bogdan Grigoruţă,804.35,887.01,20.15,19.38
3560,2016AMBE02,Dieter Amberger,805.4,846.66,20.07,22.38
3561,2014HOLL01,Matthew Hollinger,805.86,857.11,20.04,21.56
3562,2017SOAR01,Ilie-Laurenţiu Soare,806.25,858.32,20.01,21.47
3563,2010BAHR01,Andreas Bahr,806.81,852.87,19.96,21.89
3564,2007HORV01,Máté Horváth,806.93,874.74,19.95,20.25
3565,2015MOEN01,Jessica Moens,807.11,883.15,19.94,19.65
3566,2007HABE01,Tim Habermaas,807.35,896.02,19.92,18.77
3567,2017HUIC01,Ian Esteban,807.46,844.77,19.91,22.54
3568,2007GUIM01,Pedro Santos,807.7,874.14,19.89,20.29
3569,2008LOMB01,Pasquale Lombardozzi,807.76,928.44,19.89,16.74
3570,2018REHM01,Zain Abdul,808.07,874.26,19.86,20.28
3571,2019NABI03,Imran Mehedi,808.08,881.62,19.86,19.76
3572,2012MAZZ02,Matteo Mazzini,808.47,889.85,19.83,19.19
3573,2009PROV01,Matteo Provasi,808.55,895.03,19.83,18.84
3574,2014BECE01,Alexis Arturo,808.62,858.22,19.82,21.48
3575,2014LEBE01,Vladimir Lebedev,809.72,864.36,19.74,21.01
3576,2008OLLE01,Alexander Olleta,809.93,895.03,19.72,18.84
3577,2013VASI04,Artūrs Vasiļjevs,810.31,868.3,19.69,20.72
3578,2009JAGI01,Maciej Jagiełło,810.32,908.59,19.69,17.95
3579,2018NIEU01,Lucas Nieuwland,810.52,883.37,19.68,19.63
3580,2014TIPT01,Jesse Tipton,810.64,903.69,19.67,18.27
3581,2013TITO02,Georgiy Titov,810.73,932.32,19.66,16.52
3582,2017ROYA01,Anunak Roy,810.77,884.42,19.66,19.56
3583,2011ARDI01,Sandy Ardianto,810.84,856.93,19.65,21.58
3584,2008CASI01,Gabriel Alejandro,810.91,859.85,19.65,21.35
3585,2008NIEL01,Lars Vennike,811.12,838.96,19.63,23.01
3586,2019KAIS01,Ethan Kaiser,811.22,868.16,19.62,20.73
3587,2014HUNT01,Jason Hunt,811.47,887.46,19.6,19.35
3588,2008OLIV01,Hugo Leonardo,812.1,886.05,19.55,19.45
3589,2017PATI08,Sandesh Patil,812.11,879.95,19.55,19.87
3590,2014KINT01,Lukas Kint,812.29,867.42,19.54,20.78
3591,2008OCON01,Jameson O'Connor,812.4,901.24,19.53,18.43
3592,2010HEIL02,Helmut Heilig,812.45,884.23,19.53,19.57
3593,2013ZHAN39,Jiexing Zhang,813.86,890.15,19.42,19.17
3594,2011QUEJ01,Jianyu Que,814.16,884.55,19.4,19.55
3595,2009RYAB01,Sergey Ryabko,814.58,890.25,19.37,19.16
3596,2016CRUZ16,Luis Alejandro,815.03,895.41,19.33,18.81
3597,2016ERMO01,Egor Ermolaev,815.07,909.02,19.33,17.93
3598,2017MALO02,Elias Malomgré,815.39,945.89,19.31,15.75
3599,2016FRAG01,Gaëtan Fragnière,815.57,874.56,19.29,20.26
3600,2016XIEY03,Yikang Xie,815.6,883.26,19.29,19.64
3601,2013TEIM01,Ali Teimori,816.74,979.23,19.2,14.04
3602,2013GREN01,Timothy Edegran,817.58,895.06,19.14,18.83
3603,2014PRAD04,Krzysiek Pradela,817.67,890.16,19.13,19.16
3604,2008POTR01,Guillain Potron,818.45,951.75,19.08,15.43
3605,2015KOKK01,Antonis Kokkinakis,818.78,926.07,19.05,16.88
3606,2016AUST05,George Austin,819.02,872.35,19.03,20.42
3607,2017MANG03,Arvin Mangeri,819.39,963.7,19.01,14.81
3608,2009FACI01,Radu Făciu,819.62,904.08,18.99,18.24
3609,2016BRAM01,Joseph Bramhall,820.93,877.62,18.89,20.04
3610,2017CHAL04,Arley Zárate,821.18,892.77,18.87,18.99
3611,2012LIUM03,Mingde Liu,822.16,876.27,18.8,20.14
3612,2011ZHEN12,Zhaoli Zheng,822.41,867.98,18.78,20.74
3613,2015LIZH02,Zhijun Li,822.46,888.11,18.78,19.3
3614,2010GRAC02,Fabio Bini,822.51,925.89,18.78,16.89
3615,2012SVEN01,Ross Svensson-Hornbostel,822.74,902.15,18.76,18.37
3616,2010OREL02,Gonzalo Orellana,822.78,904.54,18.76,18.21
3617,2013MIRZ01,Raffi Mirzoyan,823.43,877.76,18.71,20.03
3618,2014KAEM01,Kieran Kaempen,823.54,867.05,18.7,20.81
3619,2015DAIS01,Shifei Dai,823.94,888.91,18.67,19.25
3620,2011MIKE01,Brandon Mikel,824.02,888.74,18.67,19.26
3621,2007HUGH01,Mike Hughey,824.65,887.23,18.62,19.37
3622,2016WATS05,Dani Watson,824.7,899.67,18.62,18.53
3623,2018ARSO01,Aleksandar Arsovski,824.86,898.79,18.61,18.59
3624,2012DOOF02,Zaid Doofesh,825.03,866.55,18.59,20.85
3625,2017OSOV01,Ivan Osovik,825.16,867.31,18.59,20.79
3626,2016AGUI01,Jorge Moreno,825.32,890.68,18.57,19.13
3627,2008QINF01,Fang Qin,825.43,873.56,18.57,20.33
3628,2009HOVE01,Edvard Hove,825.96,900.09,18.53,18.5
3629,2014JAIN10,Jainendra Jain,826.08,1085.95,18.52,9.83
3630,2008ZHOU01,Kevin Zhou,826.24,923.98,18.51,17.01
3631,2010VERE01,Manu Vereecken,826.62,884.84,18.48,19.53
3632,2019POTI01,Ethan Potinsky,826.65,901.86,18.48,18.39
3633,2015SATV01,Kilambi Satvik,827.35,899.71,18.43,18.53
3634,2010MAOC01,Can Mao,827.92,861.51,18.39,21.22
3635,2008BERE01,Brúnó Bereczki,828.17,881.08,18.37,19.79
3636,2011BROE01,Lars Van,828.19,901.15,18.37,18.43
3637,2018PEDR02,Mark Pedroza,829.03,900.23,18.31,18.49
3638,2008BONO01,Lorenzo Bonoan,829.07,919.85,18.31,17.26
3639,2015SACH01,Hariharan Sachidanandam,829.77,917.17,18.26,17.42
3640,2009KOMP01,Andrii Kompaniiets,829.97,903.82,18.24,18.26
3641,2013VASI02,Vasile Dan,830.08,900.01,18.23,18.51
3642,2011KOLK01,Max Kolkmann,830.27,887.51,18.22,19.35
3643,2017JINK01,Kehan Jin,830.43,866.78,18.21,20.83
3644,2016KEPP01,Nicolas Kepper,831.24,953.75,18.15,15.33
3645,2009TAOY01,Yuhan Tao,831.8,899.69,18.11,18.53
3646,2016DANI01,Lucas Daniel,831.95,885.88,18.1,19.46
3647,2015TAKA04,Katsuki Takahashi,834.29,904.89,17.94,18.19
3648,2010HARN03,Patrick Harnisch,834.52,886.01,17.92,19.45
3649,2009YANG06,Rui Yang,835.3,886.64,17.87,19.41
3650,2011DREI01,Gints Aleksandrs,835.42,940.23,17.86,16.07
3651,2008REYE04,Mark Angelo,835.55,922.72,17.85,17.08
3652,2010LEHO01,Lê Hoàng,835.87,927.22,17.83,16.81
3653,2016SHAR12,Ojasvi Sharma,835.88,921.61,17.83,17.15
3654,2011CHOI01,Karl Choi,836.12,926.49,17.81,16.86
3655,2010ZHAO12,Raymond Zhao,836.39,900.35,17.79,18.48
3656,2014HUZA01,Alfian Nur,836.4,891.47,17.79,19.08
3657,2008ORTE02,Allan Ortega,836.66,911.75,17.77,17.76
3658,2015JANS01,Roy Janssens,836.96,882.76,17.75,19.68
3659,2015SILV19,Hiago Souza,837.14,909.36,17.74,17.91
3660,2019PRUT01,David Prütting,837.49,882.05,17.72,19.73
3661,2015SHIM04,Simon Shimel,837.87,897.85,17.69,18.65
3662,2008PANG01,Paolo Jose,838.3,922.89,17.66,17.07
3663,2012SHAO04,Anthony Shao,838.36,927.96,17.66,16.77
3664,2010ARAY01,Rodrigo Gómez,838.74,948.37,17.63,15.62
3665,2017GILH01,Ian Gilham,838.98,912.44,17.62,17.71
3666,2011CHAN08,Shengcheng Chang,839.14,891.79,17.61,19.05
3667,2011DARM01,Ilham Fikriya,839.34,917.86,17.59,17.38
3668,2015JIAN21,Jinlin Jiang,839.41,887.16,17.59,19.37
3669,2017GARN02,Rio Garnida,839.43,912.16,17.59,17.73
3670,2016UNBE01,Leon Max,839.79,875.29,17.56,20.21
3671,2014CAIJ02,Jack Cai,840.26,881.73,17.53,19.75
3672,2008MAND01,Nikhil Mande,840.45,890.21,17.52,19.16
3673,2009AREN01,Koen Arens,840.97,889.15,17.48,19.23
3674,2017NAID04,Riley Naidoo,841.41,933.77,17.45,16.43
3675,2013SCHW03,Emil Schwarz,841.77,906.94,17.43,18.06
3676,2012HINO01,Takeshi Hino,842.05,881.12,17.41,19.79
3677,2017ALCA02,Jonatan Miramontes,842.53,889.77,17.38,19.19
3678,2011SYDO01,Artem Sydorchuk,842.65,883.09,17.37,19.65
3679,2009OKAY01,Tomoaki Okayama,843.21,897.21,17.33,18.69
3680,2014PERE04,Alejandro Barrera,843.39,888.5,17.32,19.28
3681,2018YITA01,Taiji Yi,844.06,872.07,17.27,20.44
3682,2018ZHAN16,Peizhou Zhang,844.13,924.98,17.27,16.95
3683,2010YUAN03,Zesong Yuan,844.51,897.93,17.24,18.64
3684,2010JIAO01,Yang Jiao,844.52,967.94,17.24,14.59
3685,2012ZAKE02,Dušan Zakelšek,845.39,980.89,17.19,13.96
3686,2012WICH01,Bennet Wichmann,846.16,929.07,17.13,16.71
3687,2014HANJ02,Jiachi Han,846.6,897.18,17.11,18.69
3688,2015PAUS01,Robert Paus,847.32,913.59,17.06,17.64
3689,2017SCHM13,Nicolas Schmied,847.99,992.05,17.01,13.43
3690,2008LINT01,Tse-Kan Lin,848.29,941.58,16.99,15.99
3691,2015ZHAN92,Justin Zhang,849.17,932.38,16.94,16.51
3692,2016CHEH02,Haoyang Chen,849.2,890.26,16.94,19.16
3693,2015MONT11,Daniel Antonio,850.38,913.45,16.86,17.65
3694,2017SCHW03,Nils Schweizer,850.78,913.87,16.83,17.62
3695,2010HANS06,Håkon Hanssen,851.65,924.11,16.78,17.0
3696,2008JINX01,Xiaobo Jin,852.01,904.99,16.75,18.18
3697,2013MELN01,Maksim Melnik,852.19,961.39,16.74,14.93
3698,2014GONZ03,Ivan Alberto,854.32,913.78,16.6,17.63
3699,2015OHSA01,Sae-ouk Oh,854.74,939.37,16.58,16.11
3700,2015ELIA03,Alonso Sanchez,854.93,900.04,16.57,18.51
3701,2014HELL01,Hampus Hellqvist,854.97,1048.35,16.56,11.12
3702,2013VASI03,Vasilis Vasileris,856.26,899.53,16.48,18.54
3703,2014KOZI01,Patryk Kozieł,856.93,924.29,16.44,16.99
3704,2018CHEN72,Hongyu Chen,857.06,909.83,16.43,17.88
3705,2017LAWR04,Timothy Lawrance,857.17,966.94,16.42,14.64
3706,2014HEOG01,Geunsu Heo,857.89,1052.9,16.38,10.95
3707,2011FEIG01,Bernhard Feige,859.9,928.0,16.25,16.77
3708,2012MARC01,Borislav Marchovski,860.12,963.03,16.24,14.84
3709,2009DEUN01,Robin Deun,860.15,976.48,16.24,14.17
3710,2011GJER02,Ole Nikolai,860.5,1050.63,16.22,11.03
3711,2010WANG17,Yiwei Wang,860.64,904.61,16.21,18.21
3712,2013RODR09,Pablo Gutiérrez,861.35,1003.36,16.16,12.93
3713,2014ANBU01,Abiram Anbu,862.09,973.15,16.12,14.33
3714,2018ABIL02,Akunuri Sri,862.25,886.58,16.11,19.41
3715,2016KIMB01,Trevor Kimbell,862.32,922.64,16.1,17.09
3716,2010DELI02,Miroslav Delinac,863.36,926.48,16.04,16.86
3717,2014OSOR03,Luis Labardini,863.71,931.07,16.02,16.59
3718,2008NUNE01,Gabriel Eduardo,863.87,943.28,16.01,15.9
3719,2014MODI01,Lakshay Modi,864.49,964.51,15.97,14.77
3720,2017KRAV01,Danil Kravchenko,865.66,921.58,15.9,17.15
3721,2008KWAN04,Robin Kwant,865.68,938.1,15.9,16.19
3722,2011WUXI01,Xianqi Wu,865.91,987.06,15.88,13.67
3723,2013RAMI02,Adrián Ramírez,866.85,913.97,15.83,17.62
3724,2016BASO01,Santiago Baso,867.34,1033.9,15.8,11.66
3725,2016SWAN03,Shane Swanepoel,867.76,934.74,15.77,16.38
3726,2007HERN02,Joel Hernández,867.87,1018.86,15.76,12.27
3727,2019TIPP01,Pennueng Tippairote,868.11,1027.79,15.75,11.91
3728,2018ARNE04,Davide Arnesano,868.48,950.61,15.73,15.5
3729,2008DIEW01,Jens Diewald,868.64,948.1,15.72,15.63
3730,2012KILP01,Ville Kilpeläinen,868.92,970.05,15.7,14.49
3731,2014GOME07,António Gomes,869.87,977.65,15.64,14.11
3732,2017XIAN12,David Chong,870.23,984.19,15.62,13.8
3733,2007COOP01,Charlie Cooper,870.39,939.4,15.61,16.11
3734,2015MORA14,Jonathan Monroy,871.01,941.03,15.58,16.02
3735,2007ZHAN02,Mingbin Zhang,871.31,922.07,15.56,17.12
3736,2014STOV01,Jacob Stover,871.72,944.33,15.53,15.84
3737,2010HUNG01,Stephen Hungs,872.57,942.46,15.48,15.94
3738,2016LUKU01,Kun Lu,874.54,940.68,15.37,16.04
3739,2014HEYO01,Young He,874.57,966.59,15.37,14.66
3740,2009TIRA01,Javier Tirado,875.49,1069.8,15.31,10.36
3741,2014REYE07,Jean-Emil Reyes,875.54,964.64,15.31,14.76
3742,2009KUAN01,Kuan-Yu Chen,875.67,941.32,15.3,16.01
3743,2007NELS02,Gavin Nelson,875.97,957.95,15.29,15.11
3744,2013KOKS01,Serhii Koksharov,876.94,968.59,15.23,14.56
3745,2003HARD01,Chris Hardwick,877.26,960.55,15.21,14.97
3746,2011SCHI01,Christian Schiøtt,877.77,967.65,15.18,14.61
3747,2011GUTI02,Victor Daniel,878.12,948.41,15.16,15.62
3748,2018SCHM07,Felix Schmidt,879.24,937.56,15.1,16.22
3749,2008ABAN01,Carlo Nicolai,879.48,937.7,15.08,16.21
3750,2008SANG03,James Sangil,880.97,924.81,15.0,16.96
3751,2014ESWA01,Karthikeyan Eswaran,881.34,939.02,14.98,16.13
3752,2016REIE01,Daniel Dybwad,882.57,952.97,14.91,15.37
3753,2012SCHO01,Jonas Schober,884.16,959.08,14.82,15.05
3754,2015MABA01,Rodolfo Jepte,884.46,1108.82,14.8,9.13
3755,2007DUSS01,Gaël Dusser,885.25,967.9,14.76,14.6
3756,2008LEME01,Pierre Lemerle,885.54,1122.83,14.74,8.73
3757,2016HOUG03,Daniel Houghton,887.25,940.3,14.64,16.06
3758,2012KUMA02,Akula Sai,888.23,970.79,14.59,14.45
3759,2015SAIN02,Samay Saini,888.39,941.36,14.58,16.0
3760,2016SILV02,Luiz Fellipe,888.44,934.89,14.58,16.37
3761,2013DICK01,Matthew Dickman,888.46,967.28,14.58,14.63
3762,2008BUMS01,Moon Bum-Seok,888.94,962.17,14.55,14.89
3763,2004GALL02,Clément Gallet,889.04,982.45,14.55,13.88
3764,2010PANK01,Ke Pan,889.54,968.02,14.52,14.59
3765,2010KEHR01,Leonhard Kehrberger,893.28,970.18,14.31,14.48
3766,2014OTER01,Murillo Gomes,893.89,961.9,14.28,14.9
3767,2013ANAN03,Adithyaa Anand,894.06,966.68,14.27,14.66
3768,2007SHIR01,Takuma Shirahase,894.09,958.81,14.27,15.06
3769,2017SANT30,Omar Isidro,894.1,950.99,14.27,15.48
3770,2008CHOI04,Ilkyoo Choi,894.6,990.04,14.24,13.53
3771,2014CARN01,Leigh Carnohan,895.96,970.78,14.17,14.45
